base_table_rows,rendered_lag_minutes
532996784,1.7812703100586056
589363196,1.7828720426500184
645729607,1.779757919592934
702096019,1.7812313821997636
758462430,1.7836728513379203
814828842,1.7841636830849885
871195253,1.7822207857974812
927561665,1.7836135975230063
983928076,1.7864294025363125
1040294488,1.7876885157940117
1096660899,1.7865196076946201
1153027311,1.7878067649412803
1209393723,1.7905646136019118
1265760134,1.7912447460007292
1322126546,1.7894928512981976
1378492957,1.7904741311293304
1434859369,1.7924748526686818
1491225780,1.7926463211188153
1547592192,1.7907974142471146
1603958603,1.7918748874129842
1660325015,1.7956847212579168
1716691426,1.7989059139348569
1773057838,1.7997640654223865
1829424250,1.8014222495327508
1885790661,1.799940196501998
1942157073,1.799049685407611
1998523484,1.7979022557680495
2054889896,1.799434040433917
2111256307,1.7993833394006613
2167622719,1.7989660973665735
2223989130,1.7982673172176429
2280355542,1.7978403760128092
2336721953,1.7948853441364772
2393088365,1.792431628227892
2449454777,1.7919276930514036
2505821188,1.7975615315869913
2562187600,1.7979130590983612
2618554011,1.7967098489663447
2674920423,1.7954221815390403
2731286834,1.7942907624579147
2787653246,1.7891855158048273
2844019657,1.7819756064978656
2900386069,1.774776315861414
2956752480,1.7722104022321046
3013118892,1.7654204203043353
3069485304,1.7568678358257448
3125851715,1.7482812968847197
3182218127,1.7413064559406
3238584538,1.7313581295753464
3294950950,1.7195998679162567
3351317361,1.7122382695712195
3407683773,1.7108139052857985
3464050184,1.7051926618018027
3520416596,1.6980791238207262
3576783007,1.6914297594124852
3633149419,1.6903695523456814
3689515831,1.686218224184694
3745882242,1.6811143810796436
3802248654,1.6806146114332383
3858615065,1.6843960217211185
3914981477,1.6839510662254493
3971347888,1.6815462215676837
4027714300,1.6800002064359123
4084080711,1.6830590880188585
4140447123,1.681306529648945
4196813535,1.6778795643250417
4253179946,1.6746250634843856
4309546358,1.670246125143421
4365912769,1.6613163570876688
4422279181,1.6508870287882336
4478645592,1.6435628865963041
4535012004,1.6388118503184395
4591378415,1.6299443172561934
4647744827,1.6202565373465594
4704111238,1.611986146530707
4760477650,1.603029774987991
4816844062,1.59002257473263
4873210473,1.5788089441107223
4929576885,1.5713889559963878
4985943296,1.5624294969695316
5042309708,1.5498422406774912
5098676119,1.536650108885062
5155042531,1.5246992834532873
5211408942,1.5107755056418115
5267775354,1.4931962468844495
5324141765,1.4782754636605482
5380508177,1.4665348790533936
5436874589,1.452176200771575
5493241000,1.434365494761304
5549607412,1.4196013022827156
5605973823,1.407944350658171
5662340235,1.3943915745523017
5718706646,1.3801430884926165
5775073058,1.367419126826031
5831439469,1.3566276174226295
5887805881,1.3431963463341907
5944172292,1.330529483968604
6000538704,1.319798969058237
6056905116,1.3108430196677787
6113271527,1.303552358429728
6169637939,1.29787894349829
6226004350,1.2937968727518379
6282370762,1.2896799459891763
6338737173,1.2811593892583448
6395103585,1.2767214874930348
6451469996,1.274125215136571
6507836408,1.2717485972526301
6564202819,1.2679590016219189
6620569231,1.2666917441868637
6676935643,1.2670640577223202
6733302054,1.2629640486022014
6789668466,1.2530585317752994
6846034877,1.2474515403495325
6902401289,1.2433568943448896
6958767700,1.2391183519878277
7015134112,1.2290391045592728
7071500523,1.2220614544773847
7127866935,1.216556423045722
7184233346,1.206106953147894
7240599758,1.1917035743713424
7296966170,1.1820725389936944
7353332581,1.1739998094848716
7409698993,1.164971634476678
7466065404,1.150584220564113
7522431816,1.1409399709762873
7578798227,1.1326710334963124
7635164639,1.124176653215088
7691531050,1.1164634221538468
7747897462,1.1129144420232342
7804263873,1.110811047188868
7860630285,1.107430453820848
7916996697,1.0996424670216944
7973363108,1.0966122824960778
8029729520,1.094985614786283
8086095931,1.0923874415913324
8142462343,1.090346139946156
8198828754,1.0918535020962103
8255195166,1.0931028060342105
8311561577,1.0901621702291593
8367927989,1.0885083120706807
8424294400,1.090270201392273
8480660812,1.0931344099316385
8537027224,1.094626007913384
8593393635,1.0974834220940735
8649760047,1.1045149617685612
8706126458,1.1085081545757105
8762492870,1.1093512909364882
8818859281,1.1125429548121937
8875225693,1.1194335975795409
8931592104,1.122608576629142
8987958516,1.1229068486135438
9044324927,1.1252018305440779
9100691339,1.128070040666364
9157057751,1.1291281017104078
9213424162,1.1285701945764057
9269790574,1.13089473439036
9326156985,1.1339594627219216
9382523397,1.1354442704578347
9438889808,1.1353638144462792
9495256220,1.137929815709211
9551622631,1.1400206839908404
9607989043,1.1409324774496599
9664355454,1.1426230052098094
9720721866,1.1487371904116201
9777088278,1.1517424383235988
9833454689,1.1532490372727204
9889821101,1.1551462571267066
9946187512,1.1603201630764166
10002553924,1.162672121269532
10058920335,1.1640879823723185
10115286747,1.166835175360829
10171653158,1.1728744736271846
10228019570,1.1756363806277035
10284385982,1.1771032759065572
10340752393,1.180117771287096
10397118805,1.1852715893448187
10453485216,1.187431407277853
10509851628,1.1888184953196195
10566218039,1.192758131017539
10622584451,1.197689901148707
10678950862,1.1993277951752828
10735317274,1.200369333872609
10791683685,1.204551044566412
10848050097,1.209171756103536
10904416509,1.2114338421929367
10960782920,1.2133288585750202
11017149332,1.2189642160161283
11073515743,1.2233841092463469
11129882155,1.2256172647792645
11186248566,1.2273815044776701
11242614978,1.2336837407164263
11298981389,1.2380431009905224
11355347801,1.2401257579236777
11411714212,1.242325797786868
11468080624,1.2489746501252008
11524447036,1.252699066911195
11580813447,1.2547335287916008
11637179859,1.2574649682288883
11693546270,1.2642491381472747
11749912682,1.2678511466593605
11806279093,1.2700425827071133
11862645505,1.2728944189631974
11919011916,1.2794826558665433
11975378328,1.2829661884711172
12031744739,1.2850267146748053
12088111151,1.2881038677572123
12144477563,1.2949468662483246
12200843974,1.2988134207430377
12257210386,1.3011009909353777
12313576797,1.304816670482946
12369943209,1.3116094332614556
12426309620,1.3153158944916779
12482676032,1.3177362758766824
12539042443,1.3222169124831638
12595408855,1.3282944324634804
12651775266,1.331055600683536
12708141678,1.3325823314676861
12764508090,1.3366809962985415
12820874501,1.3415961552948776
12877240913,1.3439552521754343
12933607324,1.3456619496590532
12989973736,1.3509220221027742
13046340147,1.35464836903277
13102706559,1.355977063201943
13159072970,1.357124325038496
13215439382,1.3625288758588334
13271805793,1.3655268024659224
13328172205,1.3666978506735494
13384538617,1.3674572173702984
13440905028,1.372388999677892
13497271440,1.3739666873233307
13553637851,1.3738527980982116
13610004263,1.3740849279374636
13666370674,1.378641026325916
13722737086,1.3800528126410583
13779103497,1.3801434677679154
13835469909,1.3810986857720493
13891836320,1.3852842745561795
13948202732,1.386115042414913
14004569144,1.386264154253296
14060935555,1.388718004091856
14117301967,1.3926552337578386
14173668378,1.393759038204067
14230034790,1.3944881800916937
14286401201,1.3983674139590587
14342767613,1.4017663498515498
14399134024,1.4030021347213972
14455500436,1.4040411771677863
14511866847,1.4090392517541175
14568233259,1.4120110979108615
14624599671,1.412563398946348
14680966082,1.4129639344626956
14737332494,1.4175004559518867
14793698905,1.4194007469329717
14850065317,1.4194785205441762
14906431728,1.4197732201182
14962798140,1.424058838011318
15019164551,1.4251392718396787
15075530963,1.424854405001664
15131897374,1.4254393025446066
15188263786,1.4301333914999106
15244630198,1.4313832560974737
15300996609,1.4315985238796576
15357363021,1.4334017423401049
15413729432,1.4373229324553112
15470095844,1.437931316165403
15526462255,1.4378986491653607
15582828667,1.4400112087979298
15639195078,1.4432569707586105
15695561490,1.443275340963679
15751927901,1.4422119425194588
15808294313,1.4441365713176513
15864660725,1.445912328858913
15921027136,1.44553000330179
15977393548,1.4446887230074286
16033759959,1.4474271328239177
16090126371,1.4491249046488166
16146492782,1.4485241400596192
16202859194,1.4477093232853966
16259225605,1.4508213765045588
16315592017,1.4518845923845087
16371958429,1.451067445230978
16428324840,1.4502984805426415
16484691252,1.45348650060313
16541057663,1.453880842717926
16597424075,1.4523288782205936
16653790486,1.4512506858459047
16710156898,1.4538365012295584
16766523309,1.4539828870145937
16822889721,1.4523565482750243
16879256132,1.4521917316207251
16935622544,1.4551057631114837
16991988956,1.4554116556581724
17048355367,1.454372596309488
17104721779,1.4552949700353257
17161088190,1.4579005606980306
17217454602,1.4579040691438176
17273821013,1.457119623413528
17330187425,1.458652693736139
17386553836,1.4609618157927775
17442920248,1.4607088670169552
17499286659,1.459537072196579
17555653071,1.46092254117077
17612019483,1.4622522422738116
17668385894,1.4614954802919675
17724752306,1.4599607239559749
17781118717,1.462427609775794
17837485129,1.4629623865438435
17893851540,1.4614874876738282
17950217952,1.4600614423583322
18006584363,1.4626915306028279
18062950775,1.463005950330301
18119317186,1.4614357642543343
18175683598,1.4607623741196345
18232050010,1.4634226584855687
18288416421,1.4635581571358327
18344782833,1.4620057505607613
18401149244,1.4618088778858322
18457515656,1.463703333654567
18513882067,1.4632808963597312
18570248479,1.4612929927627967
18626614890,1.4618438785931516
18682981302,1.4632150829902364
18739347713,1.4624878941047132
18795714125,1.4603445441012608
18852080537,1.461288643405697
18908446948,1.4626171774418388
18964813360,1.4621166197290494
19021179771,1.4612531074109116
19077546183,1.4635467674066436
19133912594,1.4663241526148385
19190279006,1.4665673124689518
19246645417,1.4664842309713408
19303011829,1.4697613048645886
19359378240,1.4722224566043431
19415744652,1.4722801788375557
19472111064,1.4723520072344936
19528477475,1.4763291521624418
19584843887,1.477732786682268
19641210298,1.477119328846288
19697576710,1.4771198755947215
19753943121,1.4807707775433179
19810309533,1.4815535506766944
19866675944,1.48152353137296
19923042356,1.482692162051387
19979408767,1.4873076743705107
20035775179,1.4890038372899264
20092141591,1.4896045533953268
20148508002,1.4916792300433985
20204874414,1.497230554202022
20261240825,1.4997780605997728
20317607237,1.5007504184480647
20373973648,1.5033057826107785
20430340060,1.5081989653088161
20486706471,1.5099968779616508
20543072883,1.510637828376201
20599439294,1.5133856270186063
20655805706,1.5173871195643187
20712172118,1.5183554895964249
20768538529,1.5187130910658462
20824904941,1.5220376177652726
20881271352,1.525632116549404
20937637764,1.526651838409988
20994004175,1.527310054884041
21050370587,1.5316209446384579
21106736998,1.5344192484196308
21163103410,1.5351098945174249
21219469821,1.5357669513663528
21275836233,1.540340606786371
21332202645,1.5428856216211462
21388569056,1.5434127315858428
21444935468,1.5438681518703226
21501301879,1.54814416240541
21557668291,1.5497019374068552
21614034702,1.5497072793075601
21670401114,1.5502947798283635
21726767525,1.5552343527774999
21783133937,1.5571986936307007
21839500348,1.5575820224435937
21895866760,1.5588546785310664
21952233172,1.5631145047332398
22008599583,1.564352919247723
22064965995,1.5646042290523419
22121332406,1.566423930821945
22177698818,1.5705099957501572
22234065229,1.5713199100817774
22290431641,1.5710143606718727
22346798052,1.5727407361552108
22403164464,1.5755383819304365
22459530876,1.575652659051505
22515897287,1.5754278981327094
22572263699,1.578480725128813
22628630110,1.581282651723664
22684996522,1.581603900293973
22741362933,1.5820675973352185
22797729345,1.5864227778828368
22854095756,1.5895105492676218
22910462168,1.5908982560267586
22966828579,1.5922659509538508
23023194991,1.5977512191867287
23079561403,1.6012714643310182
23135927814,1.6026482582147046
23192294226,1.6040080406661459
23248660637,1.6092777100923348
23305027049,1.611448400862929
23361393460,1.6117935453924455
23417759872,1.6126068170629675
23474126283,1.6162629419142052
23530492695,1.6165942823750972
23586859106,1.6155927738494853
23643225518,1.6166739788588567
23699591930,1.6191973184941721
23755958341,1.6191296501181243
23812324753,1.6182094394566988
23868691164,1.620250934193116
23925057576,1.6227835724651338
23981423987,1.6228123009068556
24037790399,1.6226385454496968
24094156810,1.6256889402526025
24150523222,1.6281394360437247
24206889633,1.6277642006236743
24263256045,1.6271679283041285
24319622457,1.6304283191023023
24375988868,1.6321049026020924
24432355280,1.6315430490005134
24488721691,1.6308743357095874
24545088103,1.63448419035622
24601454514,1.6359104009601775
24657820926,1.635338545003036
24714187337,1.6351412901232856
24770553749,1.6394180755779906
24826920160,1.6409695457729607
24883286572,1.6411013196602466
24939652984,1.6420535031308578
24996019395,1.6466965796260173
25052385807,1.648140952456284
25108752218,1.6483327016608706
25165118630,1.6496132553739404
25221485041,1.6541018874794875
25277851453,1.655820581439777
25334217864,1.6564720477736135
25390584276,1.658861572636488
25446950687,1.663571158403193
25503317099,1.6650775173325665
25559683511,1.6655693395023607
25616049922,1.6685160695308638
25672416334,1.6731231319701392
25728782745,1.674531408231285
