query_id,start_time,query_type,elapsed_s,execution_s,compile_s,queue_s,rpu,share_of_bucket,billed_rpu_seconds,query_text,kind,billed_usd
2034516,2026-08-12 16:53:56.754297,UTILITY,0.003195,0.0,0.0,0.0,32.0,0.00014798653549486003,0.04587582600340661,SET enable_result_cache_for_session TO off,other (UTILITY),4.778731875354855e-06
2034515,2026-08-12 16:53:56.754358,UTILITY,0.003085,0.0,0.0,0.0,32.0,0.00014289153740270523,0.04429637659483862,SET enable_result_cache_for_session TO off,other (UTILITY),4.6142058952956896e-06
2034518,2026-08-12 16:53:56.758893,UTILITY,0.0026,0.0,0.0,0.0,32.0,0.00012042722763274995,0.03733244056615248,SET search_path TO shared_public,other (UTILITY),3.88879589230755e-06
2034517,2026-08-12 16:53:56.758932,UTILITY,0.002472,0.0,0.0,0.0,32.0,0.00011449850258006071,0.03549453579981882,SET search_path TO shared_public,other (UTILITY),3.697347479147794e-06
2034519,2026-08-12 16:53:56.762781,SELECT,0.16858,0.006411,0.00012,0.0,32.0,0.007808316167049609,2.420578011785379,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily",telemetry (row counts),0.00025214354289431026
2034520,2026-08-12 16:53:56.762888,SELECT,0.236213,0.004991,0.000119,0.0,32.0,0.010940952584928755,3.391695301327914,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily",telemetry (row counts),0.00035330159388832435
2034524,2026-08-12 16:53:56.932919,SELECT,0.064914,0.006134,0.000122,0.0,32.0,0.003006697328673973,0.9320761718889317,SELECT COUNT(*) FROM quotes_daily,telemetry (row counts),9.709126790509704e-05
2034528,2026-08-12 16:53:56.999399,SELECT,0.076062,0.005186,0.000137,0.0,32.0,0.0035230522262316255,1.092146190131804,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quo",telemetry (row counts),0.00011376522813872957
2034529,2026-08-12 16:53:57.000580,SELECT,0.071593,0.005558,0.00012,0.0,32.0,0.003316056349196718,1.0279774682509826,SELECT COUNT(*) FROM quotes_daily,telemetry (row counts),0.00010708098627614402
2034536,2026-08-12 16:53:57.073755,SELECT,0.102396,0.007917,0.000213,0.0,32.0,0.004742794769493486,1.4702663785429806,"WITH src AS ( SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + t / 1000 * INTERVAL '1 second') AS hour, bp, bs, ap, t FROM quotes_typed WHERE sym = 'AAPL' ), ranked AS ( SELECT hour, bp, bs, ap, ROW_NUMB",drilldown TYPED q2,0.00015315274776489383
2034534,2026-08-12 16:53:57.076981,SELECT,0.002705,0.0,0.0,0.0,32.0,0.00012529063490253407,0.03884009681978556,SELECT pg_last_query_id(),other SELECT,4.045843418727663e-06
2034535,2026-08-12 16:53:57.081068,SELECT,5.23815,5.137129,0.000432,0.0,32.0,0.2426214932401881,75.21266290445831,"SELECT elapsed_time, compile_time, execution_time FROM SYS_QUERY_HISTORY WHERE query_id = $1",other SELECT,0.007834652385881075
2034541,2026-08-12 16:53:57.177695,SELECT,0.002914,0.0,0.0,0.0,32.0,0.0001349711312776282,0.041841050696064745,SELECT pg_last_query_id(),other SELECT,4.358442780840077e-06
2034542,2026-08-12 16:53:57.182045,SELECT,10.297628,10.198239,0.000376,0.0,32.0,0.4769672273974537,147.85984049321064,"SELECT elapsed_time, compile_time, execution_time FROM SYS_QUERY_HISTORY WHERE query_id = $1",other SELECT,0.015402066718042774
2034545,2026-08-12 16:54:02.320904,SELECT,0.088881,0.008071,0.000194,0.0,32.0,0.004116804776625557,1.2762094807539228,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ",telemetry (row counts),0.00013293848757853363
2034548,2026-08-12 16:54:02.411300,SELECT,0.000911,0.0,0.0,0.0,32.0,4.2195847835936614e-05,0.01308071282914035,SELECT pg_last_query_id(),other SELECT,1.3625742530354532e-06
2034549,2026-08-12 16:54:02.413489,SELECT,0.418511,0.327239,0.000397,0.0,32.0,0.019384661332234543,6.009245012992708,"SELECT elapsed_time, compile_time, execution_time FROM SYS_QUERY_HISTORY WHERE query_id = $1",other SELECT,0.0006259630221867404
2034552,2026-08-12 16:54:02.833520,SELECT,0.079306,0.00664,0.00018,0.0,32.0,0.0036733083517857183,1.1387255890535726,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20",dashboard q3 top movers,0.00011861724885974715
2034555,2026-08-12 16:54:02.914301,SELECT,0.000879,0.0,0.0,0.0,32.0,4.0713666572764306e-05,0.012621236637556935,SELECT pg_last_query_id(),other SELECT,1.3147121497455142e-06
2034556,2026-08-12 16:54:02.916479,SELECT,0.433911,0.34409,0.000386,0.0,32.0,0.020097961065136217,6.2303679301922275,"SELECT elapsed_time, compile_time, execution_time FROM SYS_QUERY_HISTORY WHERE query_id = $1",other SELECT,0.0006489966593950236
2034561,2026-08-12 16:54:03.352047,SELECT,0.077611,0.006957,0.000171,0.0,32.0,0.00359479906300206,1.1143877095306385,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day",dashboard q4 daily activity,0.00011608205307610818
2034564,2026-08-12 16:54:03.431204,SELECT,0.000893,0.0,0.0,0.0,32.0,4.136212087540219e-05,0.012822257471374679,SELECT pg_last_query_id(),other SELECT,1.3356518199348624e-06
2034565,2026-08-12 16:54:03.433372,SELECT,2.042105,1.952229,0.000355,0.0,32.0,0.09458655526345262,29.321832131670313,"SELECT elapsed_time, compile_time, execution_time FROM SYS_QUERY_HISTORY WHERE query_id = $1",other SELECT,0.0030543575137156574
2034568,2026-08-12 16:54:07.481883,SELECT,0.607758,0.006822,0.000199,0.0,32.0,0.028150235004471093,8.726572851386038,"WITH s AS ( SELECT (ap - bp) AS spread, (bp + ap) / 2.0 AS mid, bs AS bs, ""as"" AS az FROM quotes_typed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::float8 AS n, SUM(spread) AS s1, SUM(POWER(spread,",drilldown TYPED q2,0.0009090180053527123
2034571,2026-08-12 16:54:08.091277,SELECT,0.000889,0.0,0.0,0.0,32.0,4.117684821750565e-05,0.012764822947426752,SELECT pg_last_query_id(),other SELECT,1.32966905702362e-06
2034572,2026-08-12 16:54:08.093507,SELECT,0.481918,0.391914,0.000374,0.0,32.0,0.022321557187045996,6.9196827279842585,"SELECT elapsed_time, compile_time, execution_time FROM SYS_QUERY_HISTORY WHERE query_id = $1",other SELECT,0.000720800284165027
2034575,2026-08-12 16:54:08.577245,SELECT,0.170624,0.008481,0.000216,0.0,32.0,0.00790299049523474,2.4499270535227695,"WITH src AS ( SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + payload.t::bigint / 1000 * INTERVAL '1 second') AS hour, payload.bp::float8 AS bp, payload.bs::bigint AS bs, payload.ap::float8 AS ap, paylo",other SELECT,0.0002552007347419551
2034578,2026-08-12 16:54:08.749483,SELECT,0.001016,0.0,0.0,0.0,32.0,4.7059255105720746e-05,0.01458836908277343,SELECT pg_last_query_id(),other SELECT,1.5196217794555658e-06
2034579,2026-08-12 16:54:08.751812,SELECT,0.402411,0.311223,0.000368,0.0,32.0,0.018638938884200977,5.778071054102303,"SELECT elapsed_time, compile_time, execution_time FROM SYS_QUERY_HISTORY WHERE query_id = $1",other SELECT,0.0006018824014689899
2034582,2026-08-12 16:54:09.156043,SELECT,0.101608,0.006248,0.000207,0.0,32.0,0.004706296055887868,1.458951777325239,"WITH s AS ( SELECT (payload.ap::float8 - payload.bp::float8) AS spread, (payload.bp::float8 + payload.ap::float8) / 2.0 AS mid, payload.bs::bigint AS bs, payload.""as""::bigint AS az FROM quotes_streame",other SELECT,0.00015197414347137904
2034585,2026-08-12 16:54:09.259259,SELECT,0.000908,0.0,0.0,0.0,32.0,4.205689334251421e-05,0.013037636936179407,SELECT pg_last_query_id(),other SELECT,1.3580871808520216e-06
2034586,2026-08-12 16:54:09.261497,SELECT,0.407155,0.316632,0.000358,0.0,32.0,0.018858672256466272,5.846188399504544,"SELECT elapsed_time, compile_time, execution_time FROM SYS_QUERY_HISTORY WHERE query_id = $1",other SELECT,0.0006089779582817233
2034795,2026-08-12 17:02:09.673003,UTILITY,0.001571,0.0,0.0,0.0,32.0,1.425992012992412e-05,0.045603224575497335,SET application_name = 'Amazon Redshift Query Editor V2 - AROATR2STUTCGTCWJTF4U:lionel.palacin@clickhouse.com',other (UTILITY),4.750335893280972e-06
2034796,2026-08-12 17:02:09.844255,OTHER,0.000664,0.0,0.0,0.0,32.0,6.0271081898597175e-06,0.019274691991171378,,other (OTHER),2.0077804157470185e-06
2034797,2026-08-12 17:02:10.115801,UTILITY,0.00161,0.0,0.0,0.0,32.0,1.4613921966376723e-05,0.04673532244847276,SET application_name = 'Amazon Redshift Query Editor V2 - AROATR2STUTCGTCWJTF4U:lionel.palacin@clickhouse.com',other (UTILITY),4.868262755049246e-06
2034798,2026-08-12 17:02:10.248564,SELECT,0.002349,0.0,0.0,0.0,32.0,2.1321802918645295e-05,0.06818712573382765,SELECT current_user;,other SELECT,7.102825597273713e-06
2034799,2026-08-12 17:02:10.462463,UTILITY,0.001131,0.0,0.0,0.0,32.0,1.0266053257125513e-05,0.032830838316287386,SHOW DATABASES;,other (UTILITY),3.419878991279936e-06
2034800,2026-08-12 17:02:10.497548,UTILITY,0.000827,0.0,0.0,0.0,32.0,7.5066543268282925e-06,0.02400628053719688,SHOW GLOBAL IDENTITY;,other (UTILITY),2.5006542226246747e-06
2034801,2026-08-12 17:02:10.607817,UTILITY,0.001525,0.0,0.0,0.0,32.0,1.3842379502313356e-05,0.04426792964839811,SET application_name = 'Amazon Redshift Query Editor V2 - AROATR2STUTCGTCWJTF4U:lionel.palacin@clickhouse.com',other (UTILITY),4.611242671708137e-06
2034802,2026-08-12 17:02:10.837951,UTILITY,0.000905,0.0,0.0,0.0,32.0,8.214657999733501e-06,0.026270476283147735,SHOW DATABASES;,other (UTILITY),2.7365079461612223e-06
2034803,2026-08-12 17:02:10.923786,SELECT,0.139678,0.0,0.0,0.0,32.0,0.001267853038769918,4.054594017986198,"SELECT share_name, producer_namespace, is_publicaccessible, producer_account, consumer_database, share_type FROM SVV_DATASHARES",other SELECT,0.000422353543540229
2034804,2026-08-12 17:02:11.050799,SELECT,0.002498,0.0,0.0,0.0,32.0,2.267427147329755e-05,0.07251232017160557,select datname as databasename from pg_database where datname='awsdatacatalog';,other SELECT,7.553366684542246e-06
2034805,2026-08-12 17:02:11.085562,UTILITY,0.000921,0.0,0.0,0.0,32.0,8.359889522380722e-06,0.02673492669257355,SHOW DATABASES LIKE '%@%';,other (UTILITY),2.7848881971430783e-06
2034806,2026-08-12 17:02:11.111512,SELECT,0.001488,0.0,0.0,0.0,32.0,1.3506531606191656e-05,0.04319388807660092,select datname as databasename from pg_database where datname='awsdatacatalog';,other SELECT,4.499363341312595e-06
2034807,2026-08-12 17:02:11.219469,UTILITY,0.001541,0.0,0.0,0.0,32.0,1.3987611024960578e-05,0.04473238005782393,SET application_name = 'Amazon Redshift Query Editor V2 - AROATR2STUTCGTCWJTF4U:lionel.palacin@clickhouse.com',other (UTILITY),4.659622922689992e-06
2034808,2026-08-12 17:02:11.285080,UTILITY,0.00098,0.0,0.0,0.0,32.0,8.895430762142353e-06,0.028447587577331245,SHOW DATABASES LIKE '%@%';,other (UTILITY),2.9632903726386716e-06
2034809,2026-08-12 17:02:11.559319,UTILITY,0.001294,0.0,0.0,0.0,32.0,1.1745599394094087e-05,0.03756242686231289,"show schemas from database ""quotes""",other (UTILITY),3.912752798157592e-06
2034816,2026-08-12 17:02:18.525786,OTHER,0.000735,0.0,0.0,0.0,32.0,6.671573071606765e-06,0.021335690682998436,,other (OTHER),2.2224677794790035e-06
2034817,2026-08-12 17:02:18.581846,SELECT,0.008694,0.0,0.0,0.0,32.0,7.89151786184343e-05,0.2523707412217529,"SELECT database_name, schema_name, CASE\nschema_type\nWHEN 'shared' THEN 2\nWHEN 'external' THEN 1\nELSE 0\nEND AS schema_type\nFROM SVV_REDSHIFT_SCHEMAS\nWHERE database_name=$1 and schema_name NOT IN",other SELECT,2.6288618877265925e-05
2034818,2026-08-12 17:02:18.727063,SELECT,1.196932,0.0,0.0,0.0,32.0,0.010864516054074054,34.744722340928824,"SELECT n.nspname AS schema_name, c.relname AS table_name, a.attname AS column_name, Format_type(a.atttypid, a.atttypmod)::character VARYING AS data_type,  '0' AS type  FROM  pg_class c, pg_namespace n",other SELECT,0.0036192419105134195
2034819,2026-08-12 17:02:19.149303,UTILITY,0.001488,0.0,0.0,0.0,32.0,1.3506531606191656e-05,0.04319388807660092,SET application_name = 'Amazon Redshift Query Editor V2 - AROATR2STUTCGTCWJTF4U:lionel.palacin@clickhouse.com',other (UTILITY),4.499363341312595e-06
2034820,2026-08-12 17:02:19.203639,OTHER,0.000638,0.0,0.0,0.0,32.0,5.791106965557981e-06,0.018519960075854425,,other (OTHER),1.9291625079015024e-06
2034821,2026-08-12 17:02:19.503510,UTILITY,0.000889,0.0,0.0,0.0,32.0,8.069426477086278e-06,0.025806025873721918,/* RQEV2-ECT83by41p */\nSET enable_result_cache_for_session TO off,other (UTILITY),2.6881276951793663e-06
2034822,2026-08-12 17:02:20.142925,SELECT,0.001773,0.0,0.0,0.0,32.0,1.60934681033453e-05,0.05146691099449827,/* RQEV2 */ select pg_last_query_id(),other SELECT,5.361136561926904e-06
2034823,2026-08-12 17:02:20.211964,UTILITY,0.000968,0.0,0.0,0.0,32.0,8.786507120156937e-06,0.028099249770261882,/* RQEV2-UaZLNeN4Hq */\nSET search_path TO shared_public,other (UTILITY),2.927005184402279e-06
2034824,2026-08-12 17:02:20.548112,SELECT,0.001141,0.0,0.0,0.0,32.0,1.0356822958780026e-05,0.033121119822178524,/* RQEV2 */ select pg_last_query_id(),other SELECT,3.4501166481435963e-06
2034825,2026-08-12 17:02:20.575626,OTHER,0.001145,0.0,0.0,0.0,32.0,1.0393130839441832e-05,0.03323723242453498,,other (OTHER),3.462211710889061e-06
