usage_start_time,usage_end_time,allocated_start,allocated_end,record_id,record_type,table_id,zerobus_request_type,billing_origin_product,sku_name,source_dbu,allocated_dbu,custom_tags,ingestion_date
2026-09-18T17:00:00.000Z,2026-09-18T17:10:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T17:10:00.000Z,zerobus-billing-record-0001,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,1.166103300943970724,0.59665618898299835378,{},2026-09-18
2026-09-18T17:10:00.000Z,2026-09-18T17:20:00.000Z,2026-09-18T17:10:00.000Z,2026-09-18T17:20:00.000Z,zerobus-billing-record-0002,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.989225276947021469,5.989225276947021469,{},2026-09-18
2026-09-18T17:20:00.000Z,2026-09-18T17:30:00.000Z,2026-09-18T17:20:00.000Z,2026-09-18T17:30:00.000Z,zerobus-billing-record-0003,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.841982566021382779,5.841982566021382779,{},2026-09-18
2026-09-18T17:30:00.000Z,2026-09-18T17:40:00.000Z,2026-09-18T17:30:00.000Z,2026-09-18T17:40:00.000Z,zerobus-billing-record-0004,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.842529121443629228,5.842529121443629228,{},2026-09-18
2026-09-18T17:40:00.000Z,2026-09-18T17:50:00.000Z,2026-09-18T17:40:00.000Z,2026-09-18T17:50:00.000Z,zerobus-billing-record-0005,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.841176323018968063,5.841176323018968063,{},2026-09-18
2026-09-18T17:50:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:50:00.000Z,2026-09-18T18:00:00.000Z,zerobus-billing-record-0006,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.840629977487027681,5.840629977487027681,{},2026-09-18
2026-09-18T18:00:00.000Z,2026-09-18T18:10:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T18:10:00.000Z,zerobus-billing-record-0007,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.843639862008392855,5.843639862008392855,{},2026-09-18
2026-09-18T18:10:00.000Z,2026-09-18T18:20:00.000Z,2026-09-18T18:10:00.000Z,2026-09-18T18:20:00.000Z,zerobus-billing-record-0008,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.843070563852786994,5.843070563852786994,{},2026-09-18
2026-09-18T18:20:00.000Z,2026-09-18T18:30:00.000Z,2026-09-18T18:20:00.000Z,2026-09-18T18:30:00.000Z,zerobus-billing-record-0009,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.837204488851130042,5.837204488851130042,{},2026-09-18
2026-09-18T18:30:00.000Z,2026-09-18T18:40:00.000Z,2026-09-18T18:30:00.000Z,2026-09-18T18:40:00.000Z,zerobus-billing-record-0010,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.839176788635551977,5.839176788635551977,{},2026-09-18
2026-09-18T18:40:00.000Z,2026-09-18T18:50:00.000Z,2026-09-18T18:40:00.000Z,2026-09-18T18:50:00.000Z,zerobus-billing-record-0011,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.840325649328529818,5.840325649328529818,{},2026-09-18
2026-09-18T18:50:00.000Z,2026-09-18T19:00:00.000Z,2026-09-18T18:50:00.000Z,2026-09-18T19:00:00.000Z,zerobus-billing-record-0012,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.840875012166798075,5.840875012166798075,{},2026-09-18
2026-09-18T19:00:00.000Z,2026-09-18T19:10:00.000Z,2026-09-18T19:00:00.000Z,2026-09-18T19:10:00.000Z,zerobus-billing-record-0013,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.839514509595930537,5.839514509595930537,{},2026-09-18
2026-09-18T19:10:00.000Z,2026-09-18T19:20:00.000Z,2026-09-18T19:10:00.000Z,2026-09-18T19:20:00.000Z,zerobus-billing-record-0014,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.842987612433731515,5.842987612433731515,{},2026-09-18
2026-09-18T19:20:00.000Z,2026-09-18T19:30:00.000Z,2026-09-18T19:20:00.000Z,2026-09-18T19:30:00.000Z,zerobus-billing-record-0015,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.838077074237167801,5.838077074237167801,{},2026-09-18
2026-09-18T19:30:00.000Z,2026-09-18T19:40:00.000Z,2026-09-18T19:30:00.000Z,2026-09-18T19:40:00.000Z,zerobus-billing-record-0016,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.844859221339225822,5.844859221339225822,{},2026-09-18
2026-09-18T19:40:00.000Z,2026-09-18T19:50:00.000Z,2026-09-18T19:40:00.000Z,2026-09-18T19:50:00.000Z,zerobus-billing-record-0017,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.841339052997529484,5.841339052997529484,{},2026-09-18
2026-09-18T19:50:00.000Z,2026-09-18T20:00:00.000Z,2026-09-18T19:50:00.000Z,2026-09-18T20:00:00.000Z,zerobus-billing-record-0018,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.842616692580282679,5.842616692580282679,{},2026-09-18
2026-09-18T20:00:00.000Z,2026-09-18T20:10:00.000Z,2026-09-18T20:00:00.000Z,2026-09-18T20:10:00.000Z,zerobus-billing-record-0019,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.842003793708980086,5.842003793708980086,{},2026-09-18
2026-09-18T20:10:00.000Z,2026-09-18T20:20:00.000Z,2026-09-18T20:10:00.000Z,2026-09-18T20:20:00.000Z,zerobus-billing-record-0020,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.841054044336080560,5.84105404433608056,{},2026-09-18
2026-09-18T20:20:00.000Z,2026-09-18T20:30:00.000Z,2026-09-18T20:20:00.000Z,2026-09-18T20:30:00.000Z,zerobus-billing-record-0021,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.840887055821716744,5.840887055821716744,{},2026-09-18
2026-09-18T20:30:00.000Z,2026-09-18T20:40:00.000Z,2026-09-18T20:30:00.000Z,2026-09-18T20:40:00.000Z,zerobus-billing-record-0022,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.839927626989781847,5.839927626989781847,{},2026-09-18
2026-09-18T20:40:00.000Z,2026-09-18T20:50:00.000Z,2026-09-18T20:40:00.000Z,2026-09-18T20:50:00.000Z,zerobus-billing-record-0023,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.841299426347017272,5.841299426347017272,{},2026-09-18
2026-09-18T20:50:00.000Z,2026-09-18T21:00:00.000Z,2026-09-18T20:50:00.000Z,2026-09-18T21:00:00.000Z,zerobus-billing-record-0024,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.841766481287777424,5.841766481287777424,{},2026-09-18
2026-09-18T21:00:00.000Z,2026-09-18T21:10:00.000Z,2026-09-18T21:00:00.000Z,2026-09-18T21:10:00.000Z,zerobus-billing-record-0025,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.841857411734759772,5.841857411734759772,{},2026-09-18
2026-09-18T21:10:00.000Z,2026-09-18T21:20:00.000Z,2026-09-18T21:10:00.000Z,2026-09-18T21:20:00.000Z,zerobus-billing-record-0026,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.843378838375210804,5.843378838375210804,{},2026-09-18
2026-09-18T21:20:00.000Z,2026-09-18T21:30:00.000Z,2026-09-18T21:20:00.000Z,2026-09-18T21:30:00.000Z,zerobus-billing-record-0027,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.841906171277165387,5.841906171277165387,{},2026-09-18
2026-09-18T21:30:00.000Z,2026-09-18T21:40:00.000Z,2026-09-18T21:30:00.000Z,2026-09-18T21:40:00.000Z,zerobus-billing-record-0028,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.844034991696476859,5.844034991696476859,{},2026-09-18
2026-09-18T21:40:00.000Z,2026-09-18T21:50:00.000Z,2026-09-18T21:40:00.000Z,2026-09-18T21:50:00.000Z,zerobus-billing-record-0029,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.843609160490334014,5.843609160490334014,{},2026-09-18
2026-09-18T21:50:00.000Z,2026-09-18T22:00:00.000Z,2026-09-18T21:50:00.000Z,2026-09-18T22:00:00.000Z,zerobus-billing-record-0030,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.843760748170316198,5.843760748170316198,{},2026-09-18
2026-09-18T22:00:00.000Z,2026-09-18T22:10:00.000Z,2026-09-18T22:00:00.000Z,2026-09-18T22:10:00.000Z,zerobus-billing-record-0031,ORIGINAL,<raw-table-id>,GRPC,LAKEFLOW_CONNECT,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,5.845618041917681724,5.845618041917681724,{},2026-09-18
