START_TIME,END_TIME,CREDITS_USED,TABLE_ID,TABLE_NAME,SCHEMA_ID,SCHEMA_NAME,DATABASE_ID,DATABASE_NAME
2026-08-11 04:00:00.000 -0700,2026-08-11 05:00:00.000 -0700,0.099571888,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 05:00:00.000 -0700,2026-08-11 06:00:00.000 -0700,0.204623691,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 06:00:00.000 -0700,2026-08-11 07:00:00.000 -0700,0.228586749,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 07:00:00.000 -0700,2026-08-11 08:00:00.000 -0700,0.231725954,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 08:00:00.000 -0700,2026-08-11 09:00:00.000 -0700,0.242505755,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 09:00:00.000 -0700,2026-08-11 10:00:00.000 -0700,0.230321334,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 10:00:00.000 -0700,2026-08-11 11:00:00.000 -0700,0.245918790,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 11:00:00.000 -0700,2026-08-11 12:00:00.000 -0700,0.234998262,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 12:00:00.000 -0700,2026-08-11 13:00:00.000 -0700,0.246628525,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 13:00:00.000 -0700,2026-08-11 14:00:00.000 -0700,0.237188696,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 14:00:00.000 -0700,2026-08-11 15:00:00.000 -0700,0.260365523,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 15:00:00.000 -0700,2026-08-11 16:00:00.000 -0700,0.271260966,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 16:00:00.000 -0700,2026-08-11 17:00:00.000 -0700,0.256544173,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 17:00:00.000 -0700,2026-08-11 18:00:00.000 -0700,0.249238752,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 18:00:00.000 -0700,2026-08-11 19:00:00.000 -0700,0.256461370,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 19:00:00.000 -0700,2026-08-11 20:00:00.000 -0700,0.239463177,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 20:00:00.000 -0700,2026-08-11 21:00:00.000 -0700,0.238513183,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 21:00:00.000 -0700,2026-08-11 22:00:00.000 -0700,0.272750003,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 22:00:00.000 -0700,2026-08-11 23:00:00.000 -0700,0.259772010,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-11 23:00:00.000 -0700,2026-08-12 00:00:00.000 -0700,0.265174097,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 00:00:00.000 -0700,2026-08-12 01:00:00.000 -0700,0.255516211,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 01:00:00.000 -0700,2026-08-12 02:00:00.000 -0700,0.268887792,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 02:00:00.000 -0700,2026-08-12 03:00:00.000 -0700,0.255929019,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 03:00:00.000 -0700,2026-08-12 04:00:00.000 -0700,0.261123056,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 04:00:00.000 -0700,2026-08-12 05:00:00.000 -0700,0.255177925,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
