Polling QUOTES_DAILY_IMV in STOCKHOUSE_T2_RUN12 every 60s -> out_t2_run12/mv_latency_20260807T150525Z.jsonl (Ctrl-C to stop)
2026-08-07T15:05:26Z  behind_by=496143h5m25s  rows=0  invalid=false
2026-08-07T15:06:26Z  behind_by=9s  rows=405094  invalid=false
2026-08-07T15:07:26Z  behind_by=9s  rows=729982  invalid=false
2026-08-07T15:08:26Z  behind_by=1m9s  rows=729982  invalid=false
2026-08-07T15:09:26Z  behind_by=9s  rows=1161947  invalid=false
2026-08-07T15:10:26Z  behind_by=1m9s  rows=1161947  invalid=false
2026-08-07T15:11:26Z  behind_by=9s  rows=1404159  invalid=false
2026-08-07T15:12:26Z  behind_by=1m9s  rows=1404159  invalid=false
2026-08-07T15:13:26Z  behind_by=10s  rows=1734111  invalid=false
2026-08-07T15:14:26Z  behind_by=1m10s  rows=1734111  invalid=false
2026-08-07T15:15:26Z  behind_by=10s  rows=2236897  invalid=false
2026-08-07T15:16:27Z  behind_by=34s  rows=2600984  invalid=false
2026-08-07T15:17:27Z  behind_by=11s  rows=2945449  invalid=false
2026-08-07T15:18:27Z  behind_by=1m11s  rows=2945449  invalid=false
2026-08-07T15:19:27Z  behind_by=9s  rows=3359386  invalid=false
2026-08-07T15:20:27Z  behind_by=1m9s  rows=3359386  invalid=false
2026-08-07T15:21:27Z  behind_by=11s  rows=3721013  invalid=false
2026-08-07T15:22:27Z  behind_by=1m11s  rows=3721013  invalid=false
2026-08-07T15:23:27Z  behind_by=10s  rows=3950034  invalid=false
2026-08-07T15:24:27Z  behind_by=1m11s  rows=3950034  invalid=false
2026-08-07T15:25:27Z  behind_by=12s  rows=4295885  invalid=false
2026-08-07T15:26:28Z  behind_by=1m12s  rows=4295885  invalid=false
2026-08-07T15:27:28Z  behind_by=11s  rows=4663583  invalid=false
2026-08-07T15:28:28Z  behind_by=1m11s  rows=4663583  invalid=false
2026-08-07T15:29:28Z  behind_by=12s  rows=4922514  invalid=false
2026-08-07T15:30:28Z  behind_by=1m11s  rows=4922514  invalid=false
2026-08-07T15:31:28Z  behind_by=10s  rows=5184080  invalid=false
2026-08-07T15:32:28Z  behind_by=1m10s  rows=5184080  invalid=false
2026-08-07T15:33:28Z  behind_by=12s  rows=5523516  invalid=false
2026-08-07T15:34:28Z  behind_by=1m12s  rows=5523516  invalid=false
2026-08-07T15:35:28Z  behind_by=11s  rows=5794391  invalid=false
2026-08-07T15:36:28Z  behind_by=1m11s  rows=5794391  invalid=false
2026-08-07T15:37:29Z  behind_by=12s  rows=6226822  invalid=false
2026-08-07T15:38:29Z  behind_by=1m12s  rows=6226822  invalid=false
2026-08-07T15:39:29Z  behind_by=12s  rows=6777861  invalid=false
2026-08-07T15:40:29Z  behind_by=1m12s  rows=6777861  invalid=false
2026-08-07T15:41:29Z  behind_by=13s  rows=7244183  invalid=false
2026-08-07T15:42:29Z  behind_by=1m14s  rows=7244183  invalid=false
2026-08-07T15:43:29Z  behind_by=12s  rows=7652075  invalid=false
2026-08-07T15:44:29Z  behind_by=1m13s  rows=7652075  invalid=false
2026-08-07T15:45:29Z  behind_by=14s  rows=8078079  invalid=false
2026-08-07T15:46:30Z  behind_by=1m14s  rows=8078079  invalid=false
2026-08-07T15:47:30Z  behind_by=12s  rows=8494738  invalid=false
2026-08-07T15:48:30Z  behind_by=1m13s  rows=8494738  invalid=false
2026-08-07T15:49:30Z  behind_by=13s  rows=8946921  invalid=false
2026-08-07T15:50:30Z  behind_by=1m13s  rows=8946921  invalid=false
2026-08-07T15:51:30Z  behind_by=13s  rows=9224969  invalid=false
2026-08-07T15:52:30Z  behind_by=1m13s  rows=9224969  invalid=false
2026-08-07T15:53:30Z  behind_by=14s  rows=9528975  invalid=false
2026-08-07T15:54:30Z  behind_by=1m14s  rows=9528975  invalid=false
2026-08-07T15:55:31Z  behind_by=14s  rows=9896379  invalid=false
2026-08-07T15:56:31Z  behind_by=1m13s  rows=9896379  invalid=false
2026-08-07T15:57:31Z  behind_by=15s  rows=10419714  invalid=false
2026-08-07T15:58:31Z  behind_by=1m16s  rows=10419714  invalid=false
2026-08-07T15:59:31Z  behind_by=10s  rows=10895999  invalid=false
2026-08-07T16:00:31Z  behind_by=1m10s  rows=10895999  invalid=false
2026-08-07T16:01:32Z  behind_by=15s  rows=11187612  invalid=false
2026-08-07T16:02:32Z  behind_by=1m15s  rows=11187612  invalid=false
2026-08-07T16:03:32Z  behind_by=14s  rows=11683995  invalid=false
2026-08-07T16:04:32Z  behind_by=1m14s  rows=11683995  invalid=false
2026-08-07T16:05:32Z  behind_by=16s  rows=12118297  invalid=false
2026-08-07T16:06:32Z  behind_by=1m17s  rows=12118297  invalid=false
2026-08-07T16:07:32Z  behind_by=15s  rows=12615148  invalid=false
2026-08-07T16:08:32Z  behind_by=1m15s  rows=12615148  invalid=false
2026-08-07T16:09:33Z  behind_by=16s  rows=13249536  invalid=false
2026-08-07T16:10:33Z  behind_by=1m16s  rows=13249536  invalid=false
2026-08-07T16:11:33Z  behind_by=16s  rows=13829682  invalid=false
2026-08-07T16:12:33Z  behind_by=1m16s  rows=13829682  invalid=false
2026-08-07T16:13:33Z  behind_by=17s  rows=14286621  invalid=false
2026-08-07T16:14:33Z  behind_by=1m17s  rows=14286621  invalid=false
2026-08-07T16:15:33Z  behind_by=16s  rows=14680668  invalid=false
2026-08-07T16:16:33Z  behind_by=1m16s  rows=14680668  invalid=false
2026-08-07T16:17:33Z  behind_by=17s  rows=15182328  invalid=false
2026-08-07T16:18:33Z  behind_by=1m18s  rows=15182328  invalid=false
2026-08-07T16:19:33Z  behind_by=16s  rows=15599892  invalid=false
2026-08-07T16:20:34Z  behind_by=1m16s  rows=15599892  invalid=false
2026-08-07T16:21:34Z  behind_by=18s  rows=16201452  invalid=false
2026-08-07T16:22:34Z  behind_by=1m18s  rows=16201452  invalid=false
2026-08-07T16:23:34Z  behind_by=17s  rows=16801352  invalid=false
2026-08-07T16:24:34Z  behind_by=1m17s  rows=16801352  invalid=false
2026-08-07T16:25:34Z  behind_by=18s  rows=17091447  invalid=false
2026-08-07T16:26:34Z  behind_by=39s  rows=17439039  invalid=false
2026-08-07T16:27:34Z  behind_by=17s  rows=17928405  invalid=false
2026-08-07T16:28:34Z  behind_by=1m17s  rows=17928405  invalid=false
2026-08-07T16:29:34Z  behind_by=18s  rows=18660056  invalid=false
2026-08-07T16:30:35Z  behind_by=1m18s  rows=18660056  invalid=false
2026-08-07T16:31:35Z  behind_by=2m19s  rows=18660056  invalid=false
2026-08-07T16:32:35Z  behind_by=3m18s  rows=18660056  invalid=false
2026-08-07T16:33:35Z  behind_by=18s  rows=19598234  invalid=false
2026-08-07T16:34:35Z  behind_by=1m18s  rows=19598234  invalid=false
2026-08-07T16:35:35Z  behind_by=2m18s  rows=19598234  invalid=false
2026-08-07T16:36:35Z  behind_by=3m18s  rows=19598234  invalid=false
2026-08-07T16:37:35Z  behind_by=19s  rows=20281412  invalid=false
2026-08-07T16:38:35Z  behind_by=1m19s  rows=20281412  invalid=false
2026-08-07T16:39:35Z  behind_by=2m19s  rows=20281412  invalid=false
2026-08-07T16:40:35Z  behind_by=3m20s  rows=20281412  invalid=false
2026-08-07T16:41:36Z  behind_by=19s  rows=21247363  invalid=false
2026-08-07T16:42:36Z  behind_by=1m20s  rows=21247363  invalid=false
2026-08-07T16:43:36Z  behind_by=2m20s  rows=21247363  invalid=false
2026-08-07T16:44:36Z  behind_by=3m20s  rows=21247363  invalid=false
2026-08-07T16:45:36Z  behind_by=20s  rows=21928126  invalid=false
2026-08-07T16:46:36Z  behind_by=1m20s  rows=21928126  invalid=false
2026-08-07T16:47:36Z  behind_by=2m20s  rows=21928126  invalid=false
2026-08-07T16:48:36Z  behind_by=3m20s  rows=21928126  invalid=false
2026-08-07T16:49:36Z  behind_by=21s  rows=22985975  invalid=false
2026-08-07T16:50:37Z  behind_by=1m21s  rows=22985975  invalid=false
2026-08-07T16:51:37Z  behind_by=2m21s  rows=22985975  invalid=false
2026-08-07T16:52:37Z  behind_by=3m21s  rows=22985975  invalid=false
2026-08-07T16:53:37Z  behind_by=21s  rows=23999916  invalid=false
2026-08-07T16:54:37Z  behind_by=1m21s  rows=23999916  invalid=false
2026-08-07T16:55:37Z  behind_by=2m21s  rows=23999916  invalid=false
2026-08-07T16:56:38Z  behind_by=3m21s  rows=23999916  invalid=false
2026-08-07T16:57:38Z  behind_by=22s  rows=24780380  invalid=false
2026-08-07T16:58:38Z  behind_by=1m23s  rows=24780380  invalid=false
2026-08-07T16:59:38Z  behind_by=2m22s  rows=24780380  invalid=false
2026-08-07T17:00:38Z  behind_by=3m22s  rows=24780380  invalid=false
2026-08-07T17:01:38Z  behind_by=22s  rows=25509377  invalid=false
2026-08-07T17:02:38Z  behind_by=1m22s  rows=25509377  invalid=false
2026-08-07T17:03:38Z  behind_by=2m22s  rows=25509377  invalid=false
2026-08-07T17:04:38Z  behind_by=3m22s  rows=25509377  invalid=false
2026-08-07T17:05:39Z  behind_by=22s  rows=26293648  invalid=false
2026-08-07T17:06:39Z  behind_by=1m22s  rows=26293648  invalid=false
2026-08-07T17:07:39Z  behind_by=2m22s  rows=26293648  invalid=false
2026-08-07T17:08:39Z  behind_by=3m23s  rows=26293648  invalid=false
2026-08-07T17:09:39Z  behind_by=23s  rows=26978438  invalid=false
2026-08-07T17:10:39Z  behind_by=1m23s  rows=26978438  invalid=false
2026-08-07T17:11:39Z  behind_by=2m23s  rows=26978438  invalid=false
2026-08-07T17:12:39Z  behind_by=3m23s  rows=26978438  invalid=false
2026-08-07T17:13:39Z  behind_by=24s  rows=27863256  invalid=false
2026-08-07T17:14:39Z  behind_by=1m24s  rows=27863256  invalid=false
2026-08-07T17:15:39Z  behind_by=2m24s  rows=27863256  invalid=false
2026-08-07T17:16:40Z  behind_by=3m24s  rows=27863256  invalid=false
2026-08-07T17:17:40Z  behind_by=24s  rows=28556803  invalid=false
2026-08-07T17:18:40Z  behind_by=1m24s  rows=28556803  invalid=false
2026-08-07T17:19:40Z  behind_by=2m24s  rows=28556803  invalid=false
2026-08-07T17:20:40Z  behind_by=3m24s  rows=28556803  invalid=false
2026-08-07T17:21:40Z  behind_by=24s  rows=29398203  invalid=false
2026-08-07T17:22:40Z  behind_by=1m24s  rows=29398203  invalid=false
2026-08-07T17:23:40Z  behind_by=2m24s  rows=29398203  invalid=false
2026-08-07T17:24:40Z  behind_by=3m24s  rows=29398203  invalid=false
2026-08-07T17:25:40Z  behind_by=24s  rows=30002520  invalid=false
2026-08-07T17:26:40Z  behind_by=1m24s  rows=30002520  invalid=false
2026-08-07T17:27:41Z  behind_by=2m24s  rows=30002520  invalid=false
2026-08-07T17:28:41Z  behind_by=3m24s  rows=30002520  invalid=false
2026-08-07T17:29:41Z  behind_by=25s  rows=30912105  invalid=false
2026-08-07T17:30:41Z  behind_by=1m25s  rows=30912105  invalid=false
2026-08-07T17:31:41Z  behind_by=2m25s  rows=30912105  invalid=false
2026-08-07T17:32:42Z  behind_by=3m26s  rows=30912105  invalid=false
2026-08-07T17:33:42Z  behind_by=26s  rows=31498267  invalid=false
2026-08-07T17:34:42Z  behind_by=1m26s  rows=31498267  invalid=false
2026-08-07T17:35:42Z  behind_by=2m26s  rows=31498267  invalid=false
2026-08-07T17:36:42Z  behind_by=8s  rows=32461145  invalid=false
2026-08-07T17:37:42Z  behind_by=26s  rows=33012748  invalid=false
2026-08-07T17:38:42Z  behind_by=1m26s  rows=33012748  invalid=false
2026-08-07T17:39:42Z  behind_by=2m26s  rows=33012748  invalid=false
2026-08-07T17:40:42Z  behind_by=3m27s  rows=33012748  invalid=false
2026-08-07T17:41:42Z  behind_by=27s  rows=34011517  invalid=false
2026-08-07T17:42:43Z  behind_by=1m27s  rows=34011517  invalid=false
2026-08-07T17:43:43Z  behind_by=2m27s  rows=34011517  invalid=false
2026-08-07T17:44:43Z  behind_by=3m28s  rows=34011517  invalid=false
2026-08-07T17:45:43Z  behind_by=27s  rows=34817550  invalid=false
2026-08-07T17:46:43Z  behind_by=1m27s  rows=34817550  invalid=false
2026-08-07T17:47:43Z  behind_by=2m27s  rows=34817550  invalid=false
2026-08-07T17:48:44Z  behind_by=3m27s  rows=34817550  invalid=false
2026-08-07T17:49:44Z  behind_by=27s  rows=35996569  invalid=false
2026-08-07T17:50:44Z  behind_by=1m27s  rows=35996569  invalid=false
2026-08-07T17:51:44Z  behind_by=2m27s  rows=35996569  invalid=false
2026-08-07T17:52:44Z  behind_by=3m27s  rows=35996569  invalid=false
2026-08-07T17:53:44Z  behind_by=28s  rows=36597444  invalid=false
2026-08-07T17:54:44Z  behind_by=1m28s  rows=36597444  invalid=false
2026-08-07T17:55:44Z  behind_by=2m28s  rows=36597444  invalid=false
2026-08-07T17:56:44Z  behind_by=3m28s  rows=36597444  invalid=false
2026-08-07T17:57:44Z  behind_by=29s  rows=37386473  invalid=false
2026-08-07T17:58:44Z  behind_by=1m29s  rows=37386473  invalid=false
2026-08-07T17:59:44Z  behind_by=2m29s  rows=37386473  invalid=false
2026-08-07T18:00:45Z  behind_by=3m29s  rows=37386473  invalid=false
2026-08-07T18:01:45Z  behind_by=28s  rows=38502132  invalid=false
2026-08-07T18:02:45Z  behind_by=1m28s  rows=38502132  invalid=false
2026-08-07T18:03:45Z  behind_by=2m28s  rows=38502132  invalid=false
2026-08-07T18:04:45Z  behind_by=3m29s  rows=38502132  invalid=false
2026-08-07T18:05:45Z  behind_by=29s  rows=39591778  invalid=false
2026-08-07T18:06:45Z  behind_by=1m29s  rows=39591778  invalid=false
2026-08-07T18:07:45Z  behind_by=2m29s  rows=39591778  invalid=false
