usage_start_time,usage_end_time,allocated_start,allocated_end,record_id,record_type,pipeline_id,catalog_name,schema_name,table_name,billing_origin_product,sku_name,source_dbu,allocated_dbu,currency_code,price_per_dbu,cost,custom_tags,ingestion_date
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0001,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.031008333333333333,0.028484599537037036730833333333333333333333333333333,USD,0.390000000000000000,0.011108993819444444325025,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0002,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.034106666666666667,0.031330762962962963269166666666666666666666666666667,USD,0.390000000000000000,0.012218997555555555674975,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0003,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.034168333333333333,0.031387410648148147841944444444444444444444444444444,USD,0.390000000000000000,0.012241090152777777658358333333333333333333333333333,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0004,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.033552500000000000,0.030821699305555555555555555555555555555555555555556,USD,0.390000000000000000,0.012020462729166666666666666666666666666666666666667,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T17:10:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T17:10:00.000Z,mv-billing-record-0005,ORIGINAL,<mv-pipeline-id>,costbench,rt_full_serverless_baseline_r3_20260918,costbench.rt_full_serverless_baseline_r3_20260918.quotes_daily,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.210805887500000000,0.10786234577083333333333333333333333333333333333333,USD,0.390000000000000000,0.042066314850624999999999999999999999999999999999999,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0006,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.033457500000000000,0.03073443125,USD,0.390000000000000000,0.0119864281875,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0007,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.031220000000000000,0.028679038888888888888888888888888888888888888888889,USD,0.390000000000000000,0.011184825166666666666666666666666666666666666666667,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0008,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.090105000000000000,0.082771454166666666666666666666666666666666666666667,USD,0.390000000000000000,0.032280867125,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0009,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.034196666666666667,0.031413437962962963269166666666666666666666666666667,USD,0.390000000000000000,0.012251240805555555674975,{},2026-09-18
2026-09-18T17:00:00.000Z,2026-09-18T18:00:00.000Z,2026-09-18T17:04:53.000Z,2026-09-18T18:00:00.000Z,mv-billing-record-0010,ORIGINAL,<mv-pipeline-id>,null,null,null,SQL,PREMIUM_JOBS_SERVERLESS_COMPUTE_EUROPE_IRELAND,0.034111666666666667,0.031335356018518518824722222222222222222222222222222,USD,0.390000000000000000,0.012220788847222222341641666666666666666666666666667,{},2026-09-18
